,month,attribution_technical,cost,subid,monthly_price,discount_price,account_creation_date,revenue_net,join_fee,rev,churn_proba,churn_threshold_50,churn_threshold_67,churn_threshold_90,diff,clv
16,2,facebook,6.221832749123686,20033820,4.7343,4.5141,2020-02-29 01:47:03,,,4.8077000000000005,0.8931106285692848,1,1,0,,35.95928060932576
17,2,facebook,6.221832749123686,24758796,4.7343,4.5141,2020-02-14 21:54:21,,,4.5875,0.8819027984771604,1,1,0,,30.44987720284088
18,2,facebook,6.221832749123686,21933968,4.7343,4.5141,2020-02-29 19:28:05,,,4.5875,0.869786995591681,1,1,0,,27.235221598228833
19,2,facebook,6.221832749123686,22009754,4.7343,4.5141,2020-02-22 23:08:44,,,4.5875,0.9318283058657543,1,1,1,,54.48575755141847
20,2,facebook,6.221832749123686,22016224,4.7343,4.5141,2020-02-29 07:08:18,4.917800000000001,0.3303,4.917800000000001,0.9156911959228715,1,1,1,0.0,47.47989645817996
21,2,facebook,6.221832749123686,25443819,4.7343,4.5141,2020-02-17 03:34:19,,,4.5875,0.9398200524338252,1,1,1,,61.60162803473499
22,2,facebook,6.221832749123686,26197635,4.7343,4.5141,2020-02-28 17:23:29,,,4.5875,0.8551266050920077,1,1,0,,24.026726869658244
23,2,facebook,6.221832749123686,24701669,4.7343,4.5141,2020-02-28 16:12:36,,,4.5875,0.9147923912818081,1,1,1,,43.38999683853387
24,2,facebook,6.221832749123686,28782217,4.7343,4.5141,2020-02-19 01:41:39,,,4.5875,0.8715636851383785,1,1,0,,27.670903247813968
25,2,facebook,6.221832749123686,25700725,4.7343,4.5141,2020-02-28 03:45:15,,,4.5875,0.866067895760596,1,1,0,,26.358533932399816
26,2,facebook,6.221832749123686,22439757,4.7343,4.5141,2020-02-29 18:14:12,5.0645999999999995,0.3303,0.0,0.8745952135090861,1,1,0,5.0645999999999995,-6.221832749123686
27,2,facebook,6.221832749123686,28749801,4.7343,4.5141,2020-02-21 17:11:38,0.0,0.0367,4.5875,0.9168149645147983,1,1,1,-4.5875,44.49043572118309
28,2,facebook,6.221832749123686,26898371,4.7343,4.5141,2020-02-17 09:57:12,4.5875,0.6606,4.5875,0.8438528618805463,1,1,0,0.0,21.949234093569988
29,2,facebook,6.221832749123686,21626266,4.7343,4.5141,2020-02-28 22:14:16,4.8811,0.11009999999999999,4.8811,0.9015838124221346,1,1,1,0.0,40.01313311450392
30,2,facebook,6.221832749123686,26256034,4.7343,4.5141,2020-02-23 23:25:43,,,4.5875,0.9426661263027115,1,1,1,,64.55615328344054
31,2,facebook,6.221832749123686,20277353,4.7343,4.5141,2020-02-23 13:56:28,,,0.0,0.9888331037643217,1,1,1,,-6.221832749123686
32,2,facebook,6.221832749123686,22063054,4.7343,4.5141,2020-02-22 04:46:13,,,4.5875,0.8938198880830193,1,1,0,,34.277339325275854
33,2,facebook,6.221832749123686,25629494,4.7343,4.5141,2020-02-16 06:19:43,4.5875,0.11009999999999999,4.5875,0.8715636851383785,1,1,0,0.0,27.670903247813968
34,2,facebook,6.221832749123686,26976493,4.7343,4.5141,2020-02-29 19:51:28,,,4.5875,0.831268397865345,1,1,0,,19.943267007493354
35,2,facebook,6.221832749123686,27100776,4.7343,4.5141,2020-02-13 02:52:06,,,4.5875,0.9143879202688525,1,1,1,,43.17563831743775
36,2,facebook,6.221832749123686,24403585,4.7343,4.5141,2020-02-18 10:37:02,,,4.5875,0.9106937406157609,1,1,1,,41.300289972089374
37,2,facebook,6.221832749123686,20902545,4.7343,4.5141,2020-02-26 21:40:16,,,4.5875,0.8945327174546097,1,1,0,,34.53176508336325
38,3,facebook,7.127304398316157,20668260,4.7343,4.5141,2020-03-08 20:42:05,0.0,0.11009999999999999,0.0,0.877216058891874,1,1,0,0.0,-7.127304398316157
39,3,facebook,7.127304398316157,27290732,4.7343,4.5141,2020-03-12 02:53:33,-0.6973,0.0367,4.5875,0.8812047621742919,1,1,0,-5.284800000000001,29.342519542204343
40,3,facebook,7.127304398316157,27427883,4.7343,4.5141,2020-03-10 11:54:20,,,4.9912,0.8551027370668044,1,1,0,,25.77799098423244
41,3,facebook,7.127304398316157,22630677,4.7343,4.5141,2020-03-10 18:47:36,,,0.5138,0.7565479259571691,1,1,0,,-5.067626020353037
42,3,facebook,7.127304398316157,20870717,4.7343,4.5141,2020-03-14 01:49:20,4.5875,0.3303,4.5875,0.8239757161818093,1,1,0,0.0,18.000900988797547
43,3,facebook,7.127304398316157,27035129,4.7343,4.5141,2020-03-13 16:21:50,,,4.5875,0.7829649104230858,1,1,0,,13.421490941530195
44,3,facebook,7.127304398316157,25551223,4.7343,4.5141,2020-03-14 01:31:35,,,4.8811,0.9198255187735533,1,1,1,,48.67284017371987
45,3,facebook,7.127304398316157,21143356,4.7343,4.5141,2020-03-08 22:44:18,,,4.9912,0.877216058891874,1,1,0,,31.341712190199864
46,3,facebook,7.127304398316157,24845054,4.7343,4.5141,2020-03-13 16:03:12,,,4.5875,0.6938861834772504,1,1,0,,7.594111078373307
47,3,facebook,7.127304398316157,27808427,4.7343,4.5141,2020-03-13 14:18:59,,,4.917800000000001,0.8139514487808763,1,1,0,,18.418582797730426
48,3,facebook,7.127304398316157,26881954,4.7343,4.5141,2020-03-10 02:12:37,,,4.5875,0.9398200524338252,1,1,1,,60.69615638554252
49,3,facebook,7.127304398316157,29696246,4.7343,4.5141,2020-03-10 07:29:26,0.0,0.6606,0.0,0.8929906085996969,1,1,0,0.0,-7.127304398316157
50,3,facebook,7.127304398316157,20427994,4.7343,4.5141,2020-03-14 13:38:57,4.5875,0.11009999999999999,4.5875,0.6410804151139815,1,0,0,0.0,5.4754570526336
51,3,facebook,7.127304398316157,27363428,4.7343,4.5141,2020-03-13 17:11:32,,,4.5875,0.8452915590542401,1,1,0,,21.292856062452525
52,3,facebook,7.127304398316157,25825178,4.7343,4.5141,2020-03-11 02:47:39,,,4.5875,0.8899180309955498,1,1,0,,32.0336279522083
53,3,facebook,7.127304398316157,29746572,4.7343,4.5141,2020-03-25 09:34:41,,,4.9545,0.7124648874444415,1,1,0,,9.771317077875231
54,3,facebook,7.127304398316157,24777521,4.7343,4.5141,2020-03-12 10:28:12,0.0,0.11009999999999999,0.0,0.9333324282198535,1,1,1,0.0,-7.127304398316157
55,3,facebook,7.127304398316157,27454473,4.7343,4.5141,2020-03-14 05:49:24,,,4.5875,0.8880625967271242,1,1,0,,31.42780746682272
56,3,facebook,7.127304398316157,22551398,4.7343,4.5141,2020-03-12 03:28:27,,,4.5875,0.9133461303592585,1,1,1,,41.72648274795834
57,3,facebook,7.127304398316157,28159857,4.7343,4.5141,2020-03-26 13:00:02,,,4.5875,0.8995915529937618,1,1,0,,35.528043295520916
58,3,facebook,7.127304398316157,27993729,4.7343,4.5141,2020-03-26 12:50:47,,,4.5875,0.6660805542109597,1,0,0,,6.396933713759718
59,3,facebook,7.127304398316157,23846495,4.7343,4.5141,2020-03-15 00:32:54,,,4.5875,0.8645845382218381,1,1,0,,25.11608095683343
60,3,facebook,7.127304398316157,29523389,4.7343,4.5141,2020-03-02 16:13:12,4.5875,0.3303,4.5875,0.8769689324580742,1,1,0,0.0,28.163562773474233
61,3,facebook,7.127304398316157,24829068,4.7343,4.5141,2020-03-13 19:02:23,0.0,0.3303,0.0,0.9878488020407956,1,1,1,0.0,-7.127304398316157
62,3,facebook,7.127304398316157,29164413,4.7343,4.5141,2020-03-12 03:03:50,4.5875,0.3303,4.5875,0.8116264433418946,1,1,0,0.0,16.42067262412443
63,3,facebook,7.127304398316157,28023502,4.7343,4.5141,2020-03-12 01:24:25,,,4.5875,0.7564232215551704,1,1,0,,11.253565364725507
64,3,facebook,7.127304398316157,22424809,4.7343,4.5141,2020-03-14 09:03:37,,,4.5875,0.6548567411119759,1,0,0,,5.967098180854291
65,3,facebook,7.127304398316157,24657778,4.7343,4.5141,2020-03-12 13:05:59,4.5875,0.3303,4.5875,0.7722416177185655,1,1,0,0.0,12.486844440217617
66,3,facebook,7.127304398316157,27675607,4.7343,4.5141,2020-03-12 18:37:35,,,4.9545,0.6800152939995578,1,1,0,,8.099429984820805
67,3,facebook,7.127304398316157,22689044,4.7343,4.5141,2020-03-13 02:51:14,4.5875,0.3303,4.5875,0.8802866889097829,1,1,0,0.0,29.080354462970824
68,3,facebook,7.127304398316157,23482941,4.7343,4.5141,2020-03-11 10:31:02,,,4.9912,0.8295500085037988,1,1,0,,21.066194283397714
69,3,facebook,7.127304398316157,24946725,4.7343,4.5141,2020-03-04 01:36:18,4.917800000000001,0.3303,4.917800000000001,0.9094954419626485,1,1,1,0.0,43.19668566639054
70,3,facebook,7.127304398316157,24634483,4.7343,4.5141,2020-03-12 15:34:54,,,4.9545,0.6027138476813262,1,0,0,,5.195189156985838
71,3,facebook,7.127304398316157,27845788,4.7343,4.5141,2020-03-11 09:58:07,4.5875,0.3303,4.5875,0.9191901938985374,1,1,1,0.0,44.941270041729204
72,3,facebook,7.127304398316157,24829125,4.7343,4.5141,2020-03-10 18:35:56,,,4.5875,0.9095022868528035,1,1,1,,39.81997845980997
73,3,facebook,7.127304398316157,28701102,4.7343,4.5141,2020-03-10 07:01:20,,,4.5875,0.8981562664137588,1,1,0,,34.97068197766057
74,3,facebook,7.127304398316157,21969354,4.7343,4.5141,2020-03-13 20:33:44,0.0,0.3303,0.0,0.8838321678453435,1,1,0,0.0,-7.127304398316157
75,3,facebook,7.127304398316157,24128365,4.7343,4.5141,2020-03-10 02:52:12,,,4.917800000000001,0.7762181671069328,1,1,0,,14.25980061386564
76,3,facebook,7.127304398316157,24910519,4.7343,4.5141,2020-03-26 17:16:55,,,0.0,0.9404983350219144,1,1,1,,-7.127304398316157
77,3,facebook,7.127304398316157,20590220,4.7343,4.5141,2020-03-13 04:10:11,,,4.5875,0.8897160256576591,1,1,0,,31.966748923028163
78,3,facebook,7.127304398316157,28320692,4.7343,4.5141,2020-03-21 22:34:49,,,4.5875,0.7005244553900322,1,1,0,,7.9119404491587515
79,3,facebook,7.127304398316157,29480584,4.7343,4.5141,2020-03-13 14:46:11,,,4.5875,0.7583865918555751,1,1,0,,11.398142749636989
80,3,facebook,7.127304398316157,22549043,4.7343,4.5141,2020-03-12 17:36:45,,,0.0,0.8729072442124486,1,1,0,,-7.127304398316157
81,3,facebook,7.127304398316157,20626541,4.7343,4.5141,2020-03-12 22:11:04,0.0,0.11009999999999999,0.0,0.9426661263027115,1,1,1,0.0,-7.127304398316157
82,3,facebook,7.127304398316157,26998044,4.7343,4.5141,2020-03-11 14:13:46,,,0.0,0.9379667816536722,1,1,1,,-7.127304398316157
83,3,facebook,7.127304398316157,21554272,4.7343,4.5141,2020-03-10 03:17:14,,,4.6242,0.9001348989908469,1,1,1,,36.08587165576703
84,3,facebook,7.127304398316157,21826748,4.7343,4.5141,2020-03-20 15:14:48,,,4.5875,0.7944440680115733,1,1,0,,14.526039327348187
85,3,facebook,7.127304398316157,25684056,4.7343,4.5141,2020-03-10 00:14:02,,,4.5875,0.7388547535046307,1,1,0,,10.053753265578202
86,3,facebook,7.127304398316157,21163863,4.7343,4.5141,2020-03-13 01:09:51,,,4.5875,0.8207757121943586,1,1,0,,17.571414203836625
87,3,facebook,7.127304398316157,20262831,4.7343,4.5141,2020-03-11 14:08:35,,,4.5875,0.890996326696794,1,1,0,,32.394531706920816
88,3,facebook,7.127304398316157,29481119,4.7343,4.5141,2020-03-15 04:24:15,,,4.5875,0.8058701116800872,1,1,0,,15.750064398728032
89,3,facebook,7.127304398316157,21508394,4.7343,4.5141,2020-03-12 19:44:54,4.7343,0.3303,4.7343,0.7115084622423012,1,1,0,0.0,8.968178245441305
90,3,facebook,7.127304398316157,28955103,4.7343,4.5141,2020-03-12 23:55:12,,,4.5875,0.8826882960786925,1,1,0,,29.77427666153342
91,3,facebook,7.127304398316157,25887680,4.7343,4.5141,2020-03-10 21:54:20,5.0645999999999995,0.3303,5.0645999999999995,0.8980874945631676,1,1,0,0.0,39.3197925876947
92,3,facebook,7.127304398316157,24279021,4.7343,4.5141,2020-03-14 13:29:11,,,4.5875,0.6377503982556381,1,0,0,,5.362108090485843
93,3,facebook,7.127304398316157,29661658,4.7343,4.5141,2020-03-11 10:23:23,4.5875,0.6606,4.5875,0.8845884985915089,1,1,0,0.0,30.34246095762044
94,3,facebook,7.127304398316157,21137767,4.7343,4.5141,2020-03-10 01:07:27,,,4.5875,0.8028388247987684,1,1,0,,15.412047871743571
95,3,facebook,7.127304398316157,24134528,4.7343,4.5141,2020-03-14 06:47:08,,,4.5875,0.6239239080258848,1,0,0,,4.9124973405321155
96,3,facebook,7.127304398316157,27697678,4.7343,4.5141,2020-03-12 13:17:02,,,4.5875,0.8549542190650586,1,1,0,,23.087184179880676
97,3,facebook,7.127304398316157,29526495,4.7343,4.5141,2020-03-11 23:10:27,0.0,0.3303,0.0,0.9716761346349567,1,1,1,0.0,-7.127304398316157
98,3,facebook,7.127304398316157,23295104,4.7343,4.5141,2020-03-07 15:07:40,,,4.5875,0.9170785126037588,1,1,1,,43.73196036324088
99,3,facebook,7.127304398316157,23946342,4.7343,4.5141,2020-03-14 21:53:58,,,4.917800000000001,0.725008392892236,1,1,0,,10.38961933897442
100,3,facebook,7.127304398316157,21965024,4.7343,4.5141,2020-03-12 11:27:58,0.0,0.3303,0.0,0.9732445981939336,1,1,1,0.0,-7.127304398316157
101,3,facebook,7.127304398316157,20531073,4.7343,4.5141,2020-03-14 20:09:41,,,4.5875,0.7172182229312575,1,1,0,,8.77534275727507
102,3,facebook,7.127304398316157,21546883,4.7343,4.5141,2020-03-26 17:20:16,,,4.5875,0.8416411253361685,1,1,0,,20.669228905628827
103,3,facebook,7.127304398316157,24183693,4.7343,4.5141,2020-03-11 12:13:59,,,4.917800000000001,0.6791974912275354,1,1,0,,7.949047721096668
104,3,facebook,7.127304398316157,21375733,4.7343,4.5141,2020-03-13 09:00:34,,,4.5875,0.735879126531049,1,1,0,,9.86587933305836
105,3,facebook,7.127304398316157,28202230,4.7343,4.5141,2020-03-13 13:40:58,,,4.5875,0.9033089265102187,1,1,1,,37.04265055444644
106,3,facebook,7.127304398316157,20370651,4.7343,4.5141,2020-03-13 02:14:40,,,0.0,0.7833220634554263,1,1,0,,-7.127304398316157
107,3,facebook,7.127304398316157,27840996,4.7343,4.5141,2020-03-11 02:04:27,,,4.5875,0.8110001242004092,1,1,0,,16.345806847216952
108,3,facebook,7.127304398316157,20489856,4.7343,4.5141,2020-03-07 07:42:08,4.9545,0.3303,4.9545,0.8906158068304442,1,1,0,0.0,35.41791285070655
109,3,facebook,7.127304398316157,26493183,4.7343,4.5141,2020-03-12 08:10:48,,,4.917800000000001,0.877216058891874,1,1,0,,30.77599135801581
110,3,facebook,7.127304398316157,26084958,4.7343,4.5141,2020-03-12 23:22:16,,,4.5875,0.7708431136341672,1,1,0,,12.37118063773216
111,3,facebook,7.127304398316157,29584088,4.7343,4.5141,2020-03-13 13:13:55,,,4.5875,0.7884034069727538,1,1,0,,13.93039934951138
112,3,facebook,7.127304398316157,24520760,4.7343,4.5141,2020-03-12 21:09:02,4.917800000000001,0.3303,4.917800000000001,0.8785087313149404,1,1,0,0.0,31.154368569584463
113,3,facebook,7.127304398316157,24777840,4.7343,4.5141,2020-03-12 10:46:42,,,0.0,0.9745527353567042,1,1,1,,-7.127304398316157
114,3,facebook,7.127304398316157,24045846,4.7343,4.5141,2020-03-13 13:07:55,,,4.9912,0.9131786255878647,1,1,1,,45.93171980578894
115,3,facebook,7.127304398316157,29466421,4.7343,4.5141,2020-03-10 04:16:17,,,4.5875,0.8903070331847308,1,1,0,,32.16306379554662
116,3,facebook,7.127304398316157,27231301,4.7343,4.5141,2020-03-05 10:03:09,4.5875,0.3303,4.5875,0.9268350590914236,1,1,1,0.0,49.84557019797864
117,3,facebook,7.127304398316157,22208658,4.7343,4.5141,2020-03-11 23:20:41,,,4.5875,0.7320972340124257,1,1,0,,9.632948016870785
118,3,facebook,7.127304398316157,23166005,4.7343,4.5141,2020-03-10 19:43:30,0.0,0.3303,0.0,0.9341965254221183,1,1,1,0.0,-7.127304398316157
119,3,facebook,7.127304398316157,20435610,4.7343,4.5141,2020-03-11 06:45:45,5.027900000000001,0.6606,5.027900000000001,0.8689014692383907,1,1,0,0.0,29.308186129516116
120,3,facebook,7.127304398316157,24975898,4.7343,4.5141,2020-03-14 14:45:16,0.0,0.367,0.0,0.9948361004151426,1,1,1,0.0,-7.127304398316157
121,3,facebook,7.127304398316157,21680902,4.7343,4.5141,2020-03-10 08:20:50,-0.6973,0.3303,-0.6973,0.8759448942655567,1,1,0,0.0,-12.44991874246318
122,3,facebook,7.127304398316157,23630402,4.7343,4.5141,2020-03-13 10:34:12,,,4.5875,0.9460718993794434,1,1,1,,67.54315947289494
123,3,facebook,7.127304398316157,25819535,4.7343,4.5141,2020-03-10 01:48:01,,,4.5875,0.8715636851383785,1,1,0,,26.765431598621497
124,3,facebook,7.127304398316157,27036507,4.7343,4.5141,2020-03-13 11:51:19,,,4.8811,0.8217978937316434,1,1,0,,19.296396700472833
125,3,facebook,7.127304398316157,23636753,4.7343,4.5141,2020-03-14 11:59:31,,,4.5875,0.8603167067635537,1,1,0,,24.184294216948246
126,3,facebook,7.127304398316157,20527430,4.7343,4.5141,2020-03-10 04:50:38,,,4.917800000000001,0.6729335750026917,1,1,0,,7.667202094060163
127,3,facebook,7.127304398316157,20333607,4.7343,4.5141,2020-03-14 00:22:01,0.0,0.3303,0.0,0.9387401699157601,1,1,1,0.0,-7.127304398316157
128,3,facebook,7.127304398316157,22891840,4.7343,4.5141,2020-03-13 12:33:48,,,4.8444,0.9214625898409392,1,1,1,,49.30095236398441
129,3,facebook,7.127304398316157,25400416,4.7343,4.5141,2020-03-12 01:14:37,0.0,0.3303,4.5875,0.7865110461938143,1,1,0,-4.5875,13.750486211713156
130,3,facebook,7.127304398316157,23138022,4.7343,4.5141,2020-03-10 09:23:19,,,4.5875,0.6824523667971162,1,1,0,,7.0770685670316285
131,3,facebook,7.127304398316157,28439203,4.7343,4.5141,2020-03-11 14:11:10,,,4.5875,0.6458131043280505,1,0,0,,5.640137094620591
132,3,facebook,7.127304398316157,24242837,4.7343,4.5141,2020-03-24 03:56:11,,,4.5875,0.8598822763086209,1,1,0,,24.09245705059101
133,3,facebook,7.127304398316157,22383096,4.7343,4.5141,2020-03-11 20:40:08,,,4.5875,0.7436968569263533,1,1,0,,10.368514781978238
134,3,facebook,7.127304398316157,24736006,4.7343,4.5141,2020-03-12 12:58:57,4.9912,0.3303,4.9912,0.7948229224478948,1,1,0,0.0,16.473401914820535
135,3,facebook,7.127304398316157,21619945,4.7343,4.5141,2020-03-14 03:14:42,4.5875,0.3303,4.5875,0.8946981259605398,1,1,0,0.0,33.685789287932195
136,3,facebook,7.127304398316157,21421661,4.7343,4.5141,2020-03-13 00:25:50,,,4.5875,0.8170705747788366,1,1,0,,17.09211591703624
137,3,facebook,7.127304398316157,24046332,4.7343,4.5141,2020-03-12 12:45:14,,,4.7343,0.8558575475016106,1,1,0,,24.239183532135197
138,3,facebook,7.127304398316157,23714898,4.7343,4.5141,2020-03-13 19:40:59,,,4.917800000000001,0.8444857076687984,1,1,0,,23.18895927091225
139,3,facebook,7.127304398316157,24415564,4.7343,4.5141,2020-03-14 00:07:45,,,4.8811,0.6964379038081522,1,1,0,,8.66456778426912
140,3,facebook,7.127304398316157,23349357,4.7343,4.5141,2020-03-10 22:05:13,,,4.6609,0.8507045503888158,1,1,0,,22.741246863741097
141,3,facebook,7.127304398316157,25635950,4.7343,4.5141,2020-03-14 11:08:56,,,4.7343,0.8372056249902792,1,1,0,,20.813746937410738
142,3,facebook,7.127304398316157,23596040,4.7343,4.5141,2020-03-12 17:49:10,,,4.5875,0.6418475122268832,1,0,0,,5.501860101217015
143,3,facebook,7.127304398316157,22517660,4.7343,4.5141,2020-03-13 12:30:11,,,0.0,0.988195415680852,1,1,1,,-7.127304398316157
144,3,facebook,7.127304398316157,24497796,4.7343,4.5141,2020-03-14 20:54:47,,,4.5875,0.710221541156499,1,1,0,,8.401689935119737
145,3,facebook,7.127304398316157,28007053,4.7343,4.5141,2020-03-24 17:30:25,,,5.027900000000001,0.8824591513436043,1,1,0,,33.24300737065566
146,3,facebook,7.127304398316157,28305351,4.7343,4.5141,2020-03-20 01:51:55,,,0.0,0.8504513476651075,1,1,0,,-7.127304398316157
147,3,facebook,7.127304398316157,25630144,4.7343,4.5141,2020-03-10 22:49:44,,,0.0,0.938292963992267,1,1,1,,-7.127304398316157
148,3,facebook,7.127304398316157,20154569,4.7343,4.5141,2020-03-10 15:02:03,,,4.5875,0.7754459237822351,1,1,0,,12.757103027292132
149,3,facebook,7.127304398316157,21340091,4.7343,4.5141,2020-03-11 18:52:35,,,4.9912,0.8154991010180429,1,1,0,,19.008311729230147
150,3,facebook,7.127304398316157,22185376,4.7343,4.5141,2020-03-14 20:19:57,,,4.9912,0.9657050449197331,1,1,1,,111.82611665277551
151,3,facebook,7.127304398316157,27630640,4.7343,4.5141,2020-03-11 02:34:52,4.5875,0.3303,4.5875,0.5830728175289456,1,0,0,0.0,3.755030718748274
152,3,facebook,7.127304398316157,27904382,4.7343,4.5141,2020-03-07 20:55:39,,,0.0,0.9426661263027115,1,1,1,,-7.127304398316157
153,3,facebook,7.127304398316157,20243739,4.7343,4.5141,2020-03-10 07:38:53,,,4.5875,0.7533143166682851,1,1,0,,11.029193208882358
154,3,facebook,7.127304398316157,23297302,4.7343,4.5141,2020-03-10 04:08:35,,,4.5875,0.9152610980748247,1,1,1,,42.735265720650226
155,3,facebook,7.127304398316157,25705539,4.7343,4.5141,2020-03-16 01:01:20,4.5875,0.3303,4.5875,0.8319463100586525,1,1,0,0.0,19.13854666984696
156,3,facebook,7.127304398316157,21776346,4.7343,4.5141,2020-03-15 23:13:29,,,4.5875,0.7811465374098496,1,1,0,,13.256779438016594
157,3,facebook,7.127304398316157,28543065,4.7343,4.5141,2020-03-12 14:13:03,,,4.5875,0.9068520099345444,1,1,1,,38.58986701564427
158,3,facebook,7.127304398316157,24477038,4.7343,4.5141,2020-03-10 01:55:09,,,4.5875,0.7789457921060648,1,1,0,,13.06092983024367
159,3,facebook,7.127304398316157,25809552,4.7343,4.5141,2020-03-07 22:08:37,,,4.9545,0.8864881002658256,1,1,0,,33.9726702619881
160,3,facebook,7.127304398316157,29428394,4.7343,4.5141,2020-03-23 21:55:13,,,4.5875,0.9050316577358059,1,1,1,,37.781644297151026
161,3,facebook,7.127304398316157,28142826,4.7343,4.5141,2020-03-02 03:58:57,,,4.5875,0.8970433851185775,1,1,0,,34.54844431609629
162,3,facebook,7.127304398316157,29016257,4.7343,4.5141,2020-03-13 12:34:09,,,4.5875,0.6530602078072139,1,0,0,,5.9008206575760225
163,3,facebook,7.127304398316157,29215035,4.7343,4.5141,2020-03-13 02:04:09,,,4.6609,0.838739268649774,1,1,0,,20.629796510569445
164,3,facebook,7.127304398316157,22020899,4.7343,4.5141,2020-03-10 21:50:07,4.8811,0.3303,4.8811,0.9442040646938041,1,1,1,0.0,69.9959288670194
165,3,facebook,7.127304398316157,25396422,4.7343,4.5141,2020-03-11 04:46:12,4.5875,0.0367,4.5875,0.7761536708762093,1,1,0,0.0,12.817803283466386
166,3,facebook,7.127304398316157,28998280,4.7343,4.5141,2020-03-10 11:54:31,,,4.5875,0.8289833862996756,1,1,0,,18.703817665812245
167,3,facebook,7.127304398316157,23052677,4.7343,4.5141,2020-03-19 13:29:29,,,4.5875,0.9068369730258969,1,1,1,,38.58307159887261
168,3,facebook,7.127304398316157,22947007,4.7343,4.5141,2020-03-11 07:39:10,,,4.9912,0.8815562063441721,1,1,0,,32.66215030354466
169,3,facebook,7.127304398316157,20791196,4.7343,4.5141,2020-03-11 07:44:40,,,4.5875,0.9141322870921857,1,1,1,,42.13564083335622
170,3,facebook,7.127304398316157,21254113,4.7343,4.5141,2020-03-10 14:15:25,,,4.5875,0.7577669490808009,1,1,0,,11.352268875532335
171,3,facebook,7.127304398316157,21217313,4.7343,4.5141,2020-03-09 18:31:37,,,4.5875,0.8729072442124486,1,1,0,,27.102510317078917
172,3,facebook,7.127304398316157,25094601,4.7343,4.5141,2020-03-15 02:16:02,,,4.5875,0.7281475111214459,1,1,0,,9.396400709794342
173,3,facebook,7.127304398316157,26371423,4.7343,4.5141,2020-03-13 18:32:06,,,0.0,0.9946834256913406,1,1,1,,-7.127304398316157
174,3,facebook,7.127304398316157,22360549,4.7343,4.5141,2020-03-12 12:56:39,,,4.5875,0.9169706445602835,1,1,1,,43.671693108178815
175,3,facebook,7.127304398316157,29175304,4.7343,4.5141,2020-03-14 14:42:26,0.0,0.3303,4.5875,0.9305771655835811,1,1,1,-4.5875,52.59926121834322
176,3,facebook,7.127304398316157,25858896,4.7343,4.5141,2020-03-14 13:31:01,0.0,0.3303,4.5875,0.7367702415544551,1,1,0,-4.5875,9.92170978988328
177,3,facebook,7.127304398316157,23304247,4.7343,4.5141,2020-03-25 18:16:15,,,4.5875,0.8896621183559992,1,1,0,,31.94894012929091
